label,text
From: Joyce Beatty (Representative from Ohio),Joined by colleague Congresswoman Tulsi Gabbard at Celebrity Charity Classic http://t.co/9qnZegKRPv
From: Edward Markey (Senator from Massachusetts),"Join me, @SenWarren @MayorTomMenino &amp; Rep Capuano at Faneuil Hall #Boston today at 11AM. #DemandAction @nomorenames http://t.co/Q5ulw6lgm4"
From: Kevin Brady (Representative from Texas),Excellent. Please RT: WSJ: It was not the Declaration of Independence that gave us freedom but the Continental Army. http://t.co/dgmSKoWzVa
From: Yvette Clarke (Representative from New York),But I remain concerned about the denial and insensitivity expressed in his initial response.
From: Debbie Wasserman Schultz (Representative from Florida),Today‰Ûªs Supreme Court action continues the march of progress towards #marriageequality for all: http://t.co/L41phSwCFY #26statestogo
From: Todd Young (Representative from Indiana),Here's a clip of me speaking at the GOP leadership press conference this morning #FairnessForAll http://t.co/B6xS8mji8U
From: Candice Miller (Representative from Michigan),Find out how what happens in Washington can impact you http://t.co/xPKRywPld8 http://t.co/TuK7Mb0pVm
From: Kirsten Gillibrand (Senator from New York),V plsd to see @CDCgov report showing childhood obesity falling in many states incl #NY http://t.co/qnopVen5C2 But we must cont. to do more!
From: Scott DesJarlais (Representative from Tennessee),"@keysoffaith Hmm that's odd, here's another link: http://t.co/oS1EZVmCwL"
From: Darrell Issa (Representative from California),"the supreme Court shall have appellate Jurisdiction, both as to Law and Fact, with such Exceptions,"
From: Kevin McCarthy (Representative from California),READ: Our letter to POTUS on reforming the #VA. He must lay out a vision for mending what is clearly a broken system http://t.co/EX5z6szspr
From: Mark Pryor (Senator from Arkansas),RT @NRECAintl: Thx @SenMarkPryor for recognizng our AR volunteers' recent work in Guatemala! @highleyunlikely @melfly1  #coopsindc http://t‰Û_
From: Glenn Thompson (Representative from Pennsylvania),After a #LaborDay picnic in #ErieCounty now Penny &amp; I now visiting the #Waterford Fair
From: Robert Scott (Representative from Virginia),Honored to attend today's Inaugural ceremony. http://t.co/j9Fl4fvI
From: Dina Titus (Representative from Nevada),"@GhostreconLee - I'm a proud cosponsor of HR 3546, which would extend this critical lifeline for one year. #RenewUI http://t.co/8Uey04mOEi"
From: Dina Titus (Representative from Nevada),MT @RepLindaSanchez: @HouseGOP shouldn't limit access to quality #EarlyEd. We should instead invest in our future! http://t.co/mFH6nJMicd
From: David Price (Representative from North Carolina),RT @AppropsDems: .@RepDavidEPrice : continuing to slash investments in our communities is highly irrational and damaging to economy and Con‰Û_
From: Ileana Ros-Lehtinen (Representative from Florida),"Said on @nbc6: even though airstrikes r long overdue, I support action though #Obama shouldn't circumvent #Congress https://t.co/TYQZlguwns"
From: Jim McGovern (Representative from Massachusetts),It‰Ûªs 10/10 and I support HR 1010 that will #RaisetheWage to $10.10 an hour. #Timefor1010
From: Heidi Heitkamp (Senator from North Dakota),1 - False. Lewis &amp; Clark encountered their first grizzly bears in #NorthDakota. #NationalTriviaDay
From: Thomas Massie (Representative from Kentucky),great times at #YALcon13 @YALiberty http://t.co/CJssIcVk4b
From: Eric Cantor (Representative from Virginia),Our Founders created a series of checks and balances for our democracy to prevent any branch of government from becoming too powerful.
From: Kevin Brady (Representative from Texas),"Since Obama Took Office, we have lost 592,000 manufacturing jobs.  http://t.co/q7VTz1Y7fK #SpeechesDontHire"
From: Frank Pallone (Representative from New Jersey),To honor Sakia Gunn‰Ûªs memory let‰Ûªs take real action for LGBTQ #Equality &amp;against violence/discrimination @AAOGCNewark http://t.co/5SVBu2sIUK
From: Michael Turner (Representative from Ohio),"@egpvokpvalleyok Actually, I voted against the BCA defense cuts known as sequester. http://t.co/V2tNpFF3GM"
From: Mark Meadows (Representative from North Carolina),Introduced the GROWTH Act today w/ @DentPressShop to reform #unemployment insurance while bolstering job creation: http://t.co/x0Tc8sSjtj
From: Ron Barber (Representative from Arizona),"I joined @RepDuckworth &amp; a bipartisan group to introduce the MOM Act, extending maternity leave for military mothers."
From: Thomas Carper (Senator from Delaware),"ACA requires insurers to spend 80% of premiums on medical care, as a result 8.5M Americans got a rebate #GetCovered http://t.co/jdphG4Ev3g"
From: Scott Tipton (Representative from Colorado),Headed to @NatResources hearing on American Energy Jobs w/ @mikeroweworks testifying. Watch live: http://t.co/NLLmeicpx6
From: Michelle Lujan Grisham (Representative from New Mexico),"Larry Webb w/City of Rio Rancho says conservation is big deal, but low-hanging fruit when it comes water alternatives. #NMWaterInnovation"
From: John McCain (Senator from Arizona),Inspired effort by #Navy vs #OSU today - proud of the Midshipmen! #GoNavy
From: Joe Donnelly (Senator from Indiana),There are many resources available to those who struggle with suicidal thoughts.-Joe
From: Tim Huelskamp (Representative from Kansas),I will join @tperkins on his show today at 5:25pm EST/4:25pm CST. You can listen here: http://t.co/MLa7xs5NpW
From: Raul Labrador (Representative from Idaho),"With the President continuing to abuse his power, pls read my new e-newsletter, ""Enforcing the Law is Not Optional"": http://t.co/mUwUo6xOiY"
From: Jack Reed (Senator from Rhode Island),Thanks to Scituate High School‰Ûªs AP government class for having me today to discuss civic engagement &amp; the future of our state.
From: Bill Flores (Representative from Texas),Jumped off the top of a perfectly good stadium!
From: Peter Roskam (Representative from Illinois),They‰Ûªll get only longer under #ACA ‰ÛÏChicago-area hospitals top Crain's list of the longest ER waits.‰Û -@CrainsChicago http://t.co/5DiWAYkniQ
From: Kelly Ayotte (Senator from New Hampshire),Enjoyed touring Dell‰Ûªs facility in Nashua this morning http://t.co/D3crN2QBzs
From: Charles Grassley (Senator from Iowa),"Hancock Co.mtg - 82ppl in Garner. Qs abt SSNotch, Debt, Guns, homeland Security,PTSD, WHTours, GayMarriage, TermLimits, CropInsur, Farm Bill"
From: Marco Rubio (Senator from Florida),@americasvoice working off left wing Playbook. Don't agree with the version of #immigrationreform they want?Then you are a hater.
From: John McCain (Senator from Arizona),A great lunch at Hotel Congress in #Tucson - one of the great historic hotels of #Arizona http://t.co/Z6uIyIFX
From: Amy Klobuchar (Senator from Minnesota),Thnx @SenatorBarb Mikulski @SenBlumenthal @maziehirono 4 cosponsoring the Smartphone Theft Prevention Act.1/3 of burglaries are now cells!
From: Debbie Wasserman Schultz (Representative from Florida),".@wecanwait @HuffPostParents I had pen pal. It‰Ûªs different, b/c real time, no pause button, lag time between what‰Ûªs said or should be said."
From: Adam Schiff (Representative from California),Happy birthday to @FLOTUS Michelle Obama! You‰Ûªve been a fantastic First Lady and wonderful leader on veterans issues. #AndManyMore
From: Kelly Ayotte (Senator from New Hampshire),Am cosponsoring @SenatorShaheen @robportman bill to increase #energyefficiency across public &amp; private sectors http://t.co/vagyn98Pz7
From: David McKinley (Representative from West Virginia),U.S. veterans using federal govt‰Ûªs online benefits system experience #glitches. Sound familiar? http://t.co/S8Eb7sKe12
From: Dina Titus (Representative from Nevada),"I voted to reopen the govt., put people back to work, &amp; protect our country from an unprecedented financial crisis http://t.co/QMyc7C710u"
From: Vicky Hartzler (Representative from Missouri),Today let us celebrate our freedoms and how blessed we are to live in this great country. Happy #IndependenceDay http://t.co/jXwNvpSBhw
From: Bob Casey (Senator from Pennsylvania),"30 years on, #Hezbollah and its backers in #Iran still aim to attack our national security interests."
From: Mark Udall (Senator from Colorado),Creative #COenergy development at EDF Heartland #Biogas Proj in #WeldCounty shows #CO in driver's seat on innovation. http://t.co/1pRtJVQjXv
From: John Boehner (Representative from Ohio),Medicare Open Enrollment is underway. Here‰Ûªs what the House has done to save the program - via @bluebagnews: http://t.co/xewJRqZkny #OH08
From: Ron Barber (Representative from Arizona),Looking forward to having @GabbyGiffords as my guest at the #SOTU tonight. Great to you have you in the House!
From: Michael Crapo (Senator from Idaho),Yes I will! RT @VictoriaFinkle: Crapo also said he'll keep fighting for structural change to CFPB.
From: Stephen Fincher (Representative from Tennessee),Thanks for sharing! RT: @PJNET_Video New #PJNET Video Showcase entry courtesy of US House Member @RepFincherTN08 http://t.co/c6nmPiO6nj
From: David Price (Representative from North Carolina),@IanHainline Every foreign-born grad w/a grad. degree from a U.S. univ. who stays &amp; works in #STEM creates on avg. 2.6 US jobs. #imarch
From: Ileana Ros-Lehtinen (Representative from Florida),Talked abt impt local + nat'l issues w/ @Univision. Airs 2nite at 6.30pm on #Miami Ch 23. http://t.co/2kz2lA0E
From: Larry Bucshon (Representative from Indiana),"ICYMI: Yesterday I voted for the ""ENFORCE the Law Act"" to restore balance to the separation of powers. http://t.co/frsSARkAyD"
From: Dave Joyce (Representative from Ohio),Great to be at Lincoln Electric and proud to have such a successful company headquartered in NE Ohio and #OH14.
From: Ken Calvert (Representative from California),"via @WSJ: Obama's ""energy taxes and mandates that will ensure fewer jobs, still lower incomes and slower growth."" http://t.co/pECzinZDCl"
From: Jeff Merkley (Senator from Oregon),@CFPB study confirms need to prevent medical debt unfairly harming consumers‰Ûª credit scores: http://t.co/VoTYLe1Qmr
From: Mark Pocan (Representative from Wisconsin),Standing w/ furloughed fed workers in rain who want Congress to do our jobs so they can do theirs. #GOPshutdown http://t.co/7A4z8uvXlY
From: Paul Tonko (Representative from New York),"RT @SenateDems Almost 270,000 veterans would benefit if the House took up and passed the Senate's #renewUI bill. http://t.co/hMt45GhSym"
From: Roy Blunt (Senator from Missouri),CBO confirms what we knew: #ObamaCare will destroy millions of full-time #jobs. This law is a #TrainWreck. http://t.co/UiLM89YOPR
From: Maxine Waters (Representative from California),"Congrats to the Congressional Art Competition winners from #CA43: Christopher Lizama, Adrian Sanchez, Soohyun Park &amp; Adilah Trimble!"
From: Jack Reed (Senator from Rhode Island),Enjoyed meeting w/ folks from ‰Û@ProvCM to discuss the educational &amp; economic benefits of museums. http://t.co/In36kAxsPd
From: Paul Tonko (Representative from New York),#2million Americans have lost much needed unemployment insurance. It's time to #RenewUI
From: Yvette Clarke (Representative from New York),I urge the #Senate to reauthorize #VAWA. We cannot allow inaction to undermine the rights of women.
From: Bill Cassidy (Representative from Louisiana),Massive turnout is expected throughout the Pelican State! Be a voter for @BillCassidy today. #VoteCassidy http://t.co/ESVOKQNd84
From: Martha Roby (Representative from Alabama),I enjoyed visiting with officer's from the @ArmyWarCollege. I welcomed the candid discussion on our nation's military http://t.co/KdilS22djw
From: Bill Huizenga (Representative from Michigan),Selfie at the Capitol w the Huisman Family from the 2nd District! Thanks for coming out to visit! http://t.co/8etb3bEwu0
From: Chris Van Hollen (Representative from Maryland),Urge a NO vote on #GOPbudget. It is a recipe for economic decline &amp; immediate job loss that rewards millionaires at everyone else's expense.
From: Jerry Moran (Senator from Kansas),Good luck to everyone participating in @StartupWeekend Lawrence over the next few days. http://t.co/DJLVgin3tn http://t.co/UPoTYEtZca
From: Dan Maffei (Representative from New York),Thanks to those who participated in my Oswego County Women's Economic Forum today! http://t.co/siH9NWFMCt
From: Steny Hoyer (Representative from Maryland),".@TigernBham House Dems‰Ûª #MakeItInAmerica plan is focused on bringing jobs back to US, incl tax incentives to encourage invstmnt #AskDems"
